OID_,CID,random,DR_SLOPE,DR_ROAD,DR_DRA,DR_DEM,DR_ASPECT,PGA0_1,PGV0_1,DIS_FAULT0_1,PP0_1,POINT_X,POINT_Y,DR_GEO,PGV01,PGA01,DIS_FAULT01,PP01,DR_FAULT,DR_PGA,DR_PGV,DR_PP,DIS_FAULT,PGA,PGV,PP,P_PP,P_PP_V,P_PP_A,P_PGV,P_PGA,P_FAU,P_FAU_A
285,0,0.076327741,0.2045381,1.335148,1.0484922,0.837518,0.8505477,-0.676007783,-0.7586365,-0.288177874,0.774704852,355915.2091,3814510.917,1.5959048,0.3,0.399999971,0.328267809,0.80732004,1.3560724,1.0941976,0.707796,1.3733321,7.8712,0.56,48,0.603822,0.811991,0.6798321,0.8962282,0.6759013,0.9065314,0.4506611,0.4051628
286,0,0.076629817,0.2045381,0.1167302,0.5590755,0.837518,0.6707735,1.120908042,-0.7586365,0.52921887,-0.556173343,347143.0587,3794200.977,0.6808639,0.3,0.839999971,0.528013352,0.435465867,0.9397259,1.0628572,0.707796,0.5332748,12.6596,0.78,48,0.446801,0.0056132,0.0032722,0.0066004,0.0020538,0.0023359,0.0083675,0.0081464
287,0,0.076999128,0.2045381,0.6591374,1.0484922,0.0125011,1.0189182,-0.676007783,-0.5354682,0.1642206,-0.48462066,365672.7379,3785362.191,0.0553545,0.35,0.399999971,0.438819483,0.455458052,0.9397259,1.0941976,1.1547459,0.5332748,10.5214,0.56,52,0.455243,0.0018329,0.0077985,0.0030547,0.0039899,0.0013653,0.003256,0.0029677
288,0,0.077307999,0.2045381,1.335148,0.5590755,0.0125011,0.6437082,-0.185939831,0.1340364,0.761426871,-1.220455493,357992.7627,3785902.174,0.0553545,0.5,0.519999971,0.584757538,0.249862037,0.9397259,0.7828309,1.1547459,0.0335741,14.0199,0.62,64,0.368427,0.0001882,0.0003038,0.0000534,0.0060058,0.0011718,0.0057602,0.0025733
289,0,0.077468157,0.2045381,1.335148,0.9781319,0.0125011,0.8505477,-0.185939831,0.0224523,1.044077762,-1.467974207,355815.8299,3785142.376,0.0553545,0.475,0.519999971,0.653828349,0.180704042,0.1831135,0.7828309,1.1547459,0.0335741,15.6757,0.62,62,0.339224,0.0003751,0.0006295,0.0001101,0.0126921,0.0024214,0.0106446,0.0077907
290,0,0.077517688,0.2045381,1.335148,1.289903,0.0125011,0.5656102,1.120908042,0.803541,0.154780695,-0.560275629,356744.1006,3790805.464,0.0553545,0.65,0.839999971,0.436512674,0.434319667,0.9397259,1.0628572,1.2530659,0.5332748,10.4661,0.78,76,0.446317,0.0019972,0.0018643,0.0030977,0.0015193,0.0004859,0.0038608,0.0028488
291,0,0.0776847,0.2045381,0.4474685,1.289903,0.0125011,0.6437082,-0.676007783,-0.4238842,0.592362103,-0.94482256,363534.9445,3783431.702,0.0553545,0.375,0.399999971,0.543443533,0.326875288,0.9397259,1.0941976,1.1547459,0.5332748,13.0295,0.56,54,0.400947,0.0016131,0.0065612,0.0027731,0.0031443,0.0011824,0.0026173,0.0022223
292,0,0.077980578,0.2045381,0.6591374,1.289903,0.837518,1.0189182,0.63084009,1.3614615,-1.488496758,1.366595216,354454.0739,3806442.467,1.5959048,0.775,0.719999971,0.034948379,0.972697235,1.2932247,1.0628572,1.2530659,1.3733321,0.8396,0.72,86,0.673655,0.2361328,0.2058706,0.2531276,0.2904912,0.1957613,0.0585247,0.0138845
293,0,0.077997446,0.2045381,0.6591374,0.9781319,0.0125011,1.0189182,-1.492787704,-0.9818047,1.184396057,-1.523685624,360455.603,3781062.358,1.5959048,0.25,0.199999971,0.688117639,0.165137988,0.1831135,1.2643212,0.707796,0.0335741,16.4977,0.46,44,0.332651,0.0004782,0.0002167,0.0000962,0.0039112,0.0039938,0.0162865,0.0110633
294,0,0.078524888,0.2045381,0.6591374,0.9781319,0.0125011,1.2945342,-0.512651799,-0.0891318,1.216061561,-1.570870388,353244.6666,3785376.671,0.0553545,0.45,0.439999971,0.695855672,0.151954323,0.1831135,1.0941976,1.1547459,0.0335741,16.6832,0.58,60,0.327084,0.0002059,0.0003515,0.0001113,0.0075848,0.0032173,0.0055854,0.0094898
295,0,0.078648269,0.2045381,0.1167302,1.289903,0.0125011,0.6707735,-0.512651799,-0.0891318,1.190524314,-1.504377757,351989.8073,3786502.311,0.0553545,0.45,0.439999971,0.689615188,0.170532704,0.1831135,1.0941976,1.1547459,0.0335741,16.5336,0.58,60,0.334929,0.0000122,0.0000164,0.0000068,0.0003713,0.0001661,0.0003597,0.0004716
296,0,0.078708887,0.2045381,1.335148,1.289903,0.0125011,1.298568,-0.349295815,0.0224523,0.693350306,-1.153522121,358691.3124,3785792.67,0.0553545,0.475,0.479999971,0.56812181,0.268563563,0.9397259,0.7828309,1.1547459,0.0335741,13.6211,0.6,62,0.376324,0.0002942,0.0005078,0.0000831,0.0106657,0.0019306,0.0093684,0.0038686
297,0,0.078752697,0.2045381,0.1167302,0.5590755,0.0125011,0.6437082,-1.002719752,-0.5354682,0.868748175,-1.151945623,363985.4363,3781298.231,1.5959048,0.35,0.319999971,0.610983422,0.269004045,0.9397259,1.0941976,1.1547459,0.0335741,14.6486,0.52,52,0.37651,0.0002349,0.0007047,0.0001099,0.0094523,0.0058468,0.0063307,0.0074727
298,0,0.078848481,0.2045381,1.335148,0.5590755,0.837518,1.2945342,-0.185939831,0.0224523,-0.694093778,0.908291896,357751.3113,3810393.57,1.5959048,0.475,0.519999971,0.229074983,0.844644943,1.3560724,0.7828309,1.1547459,1.3733321,5.4933,0.62,62,0.619583,0.4306991,0.7349727,0.3948429,0.6980441,0.5187409,0.1229269,0.0487998
299,0,0.078945994,0.2045381,0.6591374,0.9781319,0.837518,1.4390537,1.610975994,1.0267092,-0.221722993,-0.156471686,358419.0521,3792553.293,0.0553545,0.7,0.959999971,0.34450725,0.547144554,1.3560724,0.9155879,1.2530659,0.5332748,8.2605,0.84,80,0.493959,0.022643,0.0174811,0.0935534,0.0392788,0.0448733,0.0076756,0.0108359
300,0,0.079327703,0.2045381,0.4474685,0.5590755,0.0125011,1.0189182,-0.512651799,-0.2007159,1.318261759,-1.648017097,352890.9007,3784884.273,0.0553545,0.425,0.439999971,0.720830122,0.130399138,0.1831135,1.0941976,1.1547459,0.0335741,17.2819,0.58,58,0.317982,0.0001092,0.000161,0.0000623,0.0037584,0.0019248,0.0026304,0.0050265
301,0,0.079389632,0.2045381,0.4474685,0.9781319,0.837518,1.298568,1.774331978,0.4687887,-0.288177874,-0.030445053,356394.7112,3794377.287,0.0553545,0.575,0.999999971,0.328267809,0.582357039,1.3560724,0.9155879,1.1547459,1.6518499,7.8712,0.86,70,0.508828,0.0324207,0.0798785,0.0821114,0.063566,0.0302072,0.0045776,0.0068475
302,0,0.079409361,0.2045381,0.6591374,1.0484922,0.837518,0.8505477,0.63084009,-0.4238842,0.601341108,-0.827085257,350623.6811,3791485.553,0.6808639,0.375,0.719999971,0.545637713,0.359771692,0.9397259,1.0628572,1.1547459,0.5332748,13.0821,0.72,54,0.414838,0.3409642,0.7510088,0.3402903,0.6127768,0.1275274,0.419701,0.4005918
303,0,0.079509556,0.2045381,1.9570681,0.8860558,2.6639924,1.0189182,-0.349295815,-1.5397252,1.247368587,-1.229872104,345907.2622,3789742.2,0.6808639,0.125,0.479999971,0.703506105,0.247230988,0.1831135,0.7828309,0.707796,0.0335741,16.8666,0.6,34,0.367316,0.0223134,0.0053144,0.0057374,0.1569631,0.1050811,0.3596233,0.3775407
304,0,0.079584599,0.2045381,1.9570681,0.9781319,0.837518,0.6582797,-0.022583847,0.2456205,-0.692130688,0.859801858,359950.4202,3809012.918,1.5959048,0.525,0.559999971,0.2295547,0.831096579,1.3560724,0.7828309,1.1547459,1.3733321,5.5048,0.64,66,0.613862,0.5129971,0.7895144,0.49575,0.7580467,0.5557668,0.1527748,0.0652533
305,0,0.07980144,1.3505726,1.9570681,1.0484922,2.6639924,0.5656102,-0.839363767,-0.5354682,0.390317414,0.051142973,342257.8049,3803068.521,1.5959048,0.35,0.359999971,0.494070292,0.605153151,0.9397259,1.0941976,1.1547459,1.6518499,11.8459,0.54,52,0.518454,0.9051669,0.9799839,0.9170558,0.96057,0.943747,0.9136469,0.9355956
306,0,0.080475986,0.2045381,0.6591374,1.289903,0.837518,1.298568,1.120908042,-0.5354682,0.527494765,-0.411559286,345092.835,3795906.557,0.6808639,0.35,0.839999971,0.527592036,0.475871774,0.9397259,1.0628572,1.1547459,0.5332748,12.6495,0.78,52,0.463863,0.0766329,0.3342558,0.0791465,0.2151767,0.033797,0.1029377,0.1019266
307,0,0.080519915,1.3505726,1.335148,1.289903,0.837518,0.8505477,-0.022583847,-1.3165569,1.102355945,-1.191171613,347660.4668,3789734.106,0.6808639,0.175,0.559999971,0.668069667,0.258044103,0.1831135,0.7828309,0.707796,0.0335741,16.0171,0.64,38,0.371882,0.0929615,0.0274648,0.0264421,0.4302086,0.4810091,0.699307,0.7007773
308,0,0.08064276,0.2045381,0.6591374,1.289903,0.0125011,0.8505477,-0.185939831,-0.2007159,1.047508903,-1.313629935,350711.9558,3788211.207,0.0553545,0.425,0.519999971,0.65466681,0.223828621,0.1831135,0.7828309,1.1547459,0.0335741,15.6958,0.62,58,0.357434,0.0002262,0.0003823,0.0000492,0.0079785,0.0012172,0.0058584,0.0033415
309,0,0.080691338,1.3505726,1.335148,1.289903,0.837518,1.0189182,-0.839363767,-0.7586365,-0.276433472,0.806192439,354029.7511,3815174.544,1.5959048,0.3,0.359999971,0.331137764,0.816117833,1.3560724,1.0941976,0.707796,1.3733321,7.94,0.54,48,0.607537,0.8310378,0.7086837,0.9180392,0.699307,0.9315662,0.4820076,0.4523951
310,0,0.080714643,0.2045381,0.3625256,1.289903,2.6639924,1.298568,1.44762001,1.4730456,-1.462310838,1.227541283,361016.276,3802525.169,1.5959048,0.8,0.919999971,0.041347377,0.933844855,1.2932247,0.9155879,1.2530659,1.3733321,0.993,0.82,88,0.657249,0.5868601,0.484755,0.8859475,0.6269141,0.7130002,0.2099875,0.165205
311,0,0.080808043,5.0127993,1.335148,1.0484922,0.837518,1.2945342,0.304128121,-0.9818047,0.795584646,-0.986362443,349449.7081,3790731.102,0.6808639,0.25,0.639999971,0.593104603,0.315268832,0.9397259,0.7828309,0.707796,0.0335741,14.22,0.68,44,0.396046,0.2582661,0.0949191,0.0719576,0.762421,0.7580467,0.9041317,0.8384851
312,0,0.081457675,1.3505726,1.335148,1.0484922,0.837518,1.298568,1.774331978,0.2456205,-0.32047498,0.061746196,354737.2946,3795767.054,0.6808639,0.525,0.999999971,0.320375432,0.608115746,1.3560724,0.9155879,1.1547459,1.6518499,7.682,0.86,66,0.519705,0.6111146,0.8786811,0.8511943,0.6901881,0.3647051,0.1214255,0.2677636
313,0,0.081511796,0.2045381,0.6591374,0.9781319,0.837518,0.5656102,1.284264026,-0.5354682,0.718631498,-0.708424093,346387.8475,3793355.531,0.6808639,0.35,0.879999971,0.574299722,0.392926229,0.9397259,0.9155879,1.1547459,0.5332748,13.7692,0.8,52,0.428838,0.0276793,0.1400351,0.1341213,0.086907,0.0313406,0.0429014,0.1330797
314,0,0.081673443,0.2045381,0.4474685,0.9781319,0.837518,1.4390537,1.774331978,1.2498773,-0.434624425,0.067187658,360149.0924,3793140.955,0.0553545,0.75,0.999999971,0.29248097,0.609636118,1.3560724,0.9155879,1.2530659,1.6518499,7.0133,0.86,84,0.520347,0.057758,0.0359505,0.1416078,0.0437721,0.0473356,0.0085775,0.0125426
315,0,0.081688404,0.2045381,0.3625256,1.289903,0.837518,0.6437082,0.63084009,1.2498773,-1.365709715,1.288126283,355210.5701,3806914.345,1.5959048,0.75,0.719999971,0.064953593,0.950772614,1.2932247,1.0628572,1.2530659,1.3733321,1.5589,0.72,84,0.664397,0.1763899,0.1317013,0.1765351,0.1818297,0.1126453,0.0371476,0.0082439
316,0,0.081733644,0.2045381,0.6591374,0.9781319,0.0125011,0.8505477,-0.676007783,-0.3123,0.921717478,-1.356398809,358936.1197,3783886.267,0.0553545,0.4,0.399999971,0.623927421,0.211878779,0.9397259,1.0941976,1.1547459,0.0335741,14.9589,0.56,56,0.352388,0.0002016,0.0003248,0.0001094,0.0072247,0.0030854,0.0061753,0.0058876
317,0,0.081893563,0.2045381,0.6591374,1.0484922,1.7059875,1.4390537,1.284264026,1.8077979,-1.460689154,1.199367732,363987.64,3800643.936,1.5959048,0.875,0.879999971,0.041743665,0.925973021,1.2932247,0.9155879,0.7968163,1.3733321,1.0025,0.8,94,0.653925,0.2254822,0.2282885,0.5476054,0.3206035,0.3822522,0.0686892,0.0410519
318,0,0.082248271,0.2045381,0.3625256,0.9781319,0.0125011,0.6437082,-0.349295815,-0.3123,0.236274556,-0.591136007,364559.8778,3785530.599,0.0553545,0.4,0.479999971,0.456427159,0.42569712,0.9397259,0.7828309,1.1547459,0.5332748,10.9435,0.6,56,0.442676,0.0014922,0.0055854,0.0011159,0.0024505,0.0004166,0.00235,0.0008529
319,0,0.082609534,0.2045381,1.335148,0.5590755,0.0125011,1.4390537,-0.839363767,-0.9818047,1.78554558,-1.197748832,338286.9782,3792687.748,0.6808639,0.25,0.359999971,0.835019298,0.256206394,0.166549,1.0941976,0.707796,0.0335741,20.0193,0.54,44,0.371106,0.0014967,0.0005037,0.0012988,0.0050515,0.0132163,0.0190585,0.0396579
320,0,0.082734466,0.2045381,0.1167302,1.0484922,0.837518,0.5656102,-1.002719752,-0.6470523,-0.006790188,0.422323572,367271.8716,3809336.886,1.5959048,0.325,0.319999971,0.397029933,0.708862909,1.3560724,1.0941976,0.707796,1.6518499,9.5196,0.52,50,0.562247,0.0395818,0.0267008,0.0276255,0.0915379,0.063447,0.0054212,0.003626
321,0,0.083007991,1.3505726,1.335148,0.9781319,0.837518,1.298568,-1.32943172,-0.9818047,0.037336672,0.658484717,347968.0707,3815499.721,1.5959048,0.25,0.239999971,0.407813122,0.77484754,1.3560724,1.2643212,0.707796,1.6518499,9.7781,0.48,44,0.59011,0.8722498,0.845404,0.7302715,0.739043,0.8150252,0.5137466,0.2732891
322,0,0.083087444,1.3505726,0.6591374,1.289903,0.837518,0.6707735,0.140772137,0.803541,-1.002725746,1.0932677,356111.273,3809161.062,1.5959048,0.65,0.599999971,0.153655231,0.896328129,1.2932247,0.7828309,1.2530659,1.3733321,3.6853,0.66,76,0.641407,0.1099747,0.0907098,0.0748825,0.1411223,0.1315868,0.0294548,0.0029091
323,0,0.083091378,0.2045381,0.6591374,0.9781319,0.0125011,1.4390537,0.304128121,0.2456205,-0.677569678,0.356746327,366113.0554,3791241.968,0.0553545,0.525,0.639999971,0.233112943,0.690540291,1.3560724,0.7828309,1.1547459,1.6518499,5.5901,0.68,66,0.55451,0.0072895,0.0221612,0.0028745,0.0067798,0.0012003,0.0007611,0.0001746
324,0,0.083831728,0.2045381,1.335148,0.9781319,0.0125011,1.2945342,-0.349295815,0.0224523,0.710369448,-1.170660183,358549.2837,3785812.35,0.0553545,0.475,0.479999971,0.572280742,0.263775101,0.9397259,0.7828309,1.1547459,0.0335741,13.7208,0.6,62,0.374302,0.0002224,0.0003842,0.0000721,0.0079311,0.0015891,0.0075099,0.0035332
325,0,0.083854258,1.3505726,1.9570681,1.289903,0.837518,0.5656102,-0.512651799,-0.5354682,-0.35680069,0.761652124,357776.7952,3812734.793,1.5959048,0.35,0.439999971,0.311498594,0.803673041,1.3560724,1.0941976,1.1547459,1.3733321,7.4692,0.58,52,0.602282,0.483506,0.7781644,0.6910431,0.736916,0.719705,0.1288684,0.132619
326,0,0.083971322,0.2045381,0.4474685,0.9781319,0.837518,0.6437082,0.63084009,-0.3123,0.85442615,-0.613206984,343097.6141,3795403.55,0.6808639,0.4,0.719999971,0.607483579,0.419530376,0.9397259,1.0628572,1.1547459,0.5332748,14.5647,0.72,56,0.440072,0.076421,0.3128135,0.0837081,0.1979748,0.0333751,0.102569,0.1055524
327,0,0.084393382,1.3505726,0.4474685,1.289903,0.837518,0.6707735,1.284264026,1.3614615,-1.455499767,1.22916016,360617.3903,3802871.383,1.5959048,0.775,0.879999971,0.043011785,0.934297177,1.2932247,0.9155879,1.2530659,1.3733321,1.0329,0.8,86,0.65744,0.4523946,0.3789514,0.8025008,0.5057495,0.5856474,0.1642416,0.1022933
328,0,0.084549129,1.3505726,0.6660407,1.0484922,0.837518,0.6437082,-0.839363767,-0.9818047,-0.022409561,0.546273634,360352.8729,3813455.805,1.5959048,0.25,0.359999971,0.393213059,0.74349519,1.3560724,1.0941976,0.707796,1.6518499,9.4281,0.54,44,0.576871,0.3623912,0.2679597,0.4078161,0.1668665,0.4618245,0.0661123,0.070045
329,0,0.08462292,1.3505726,0.6591374,1.0484922,2.6639924,1.4390537,0.63084009,-0.9818047,0.746302539,-0.892416704,348815.1148,3791661.15,0.6808639,0.25,0.719999971,0.581061637,0.341517752,0.9397259,1.0628572,0.707796,0.5332748,13.9313,0.72,44,0.40713,0.9346857,0.9088771,0.9229414,0.898165,0.8399695,0.9566446,0.9459356
330,0,0.08493191,2.8545845,1.335148,1.0484922,0.6614413,0.6437082,0.140772137,-0.2007159,-0.925653106,0.890035028,366521.6302,3803059.571,1.3795432,0.425,0.599999971,0.172489312,0.839543881,1.2932247,0.7828309,1.1547459,1.3733321,4.1368,0.66,58,0.617429,0.727703,0.9361358,0.664854,0.9277748,0.804081,0.3497817,0.0563592
331,0,0.08548063,5.0127993,0.4474685,0.8860558,2.6639924,0.8505477,1.120908042,-0.7586365,0.305153427,-0.435978059,349521.4153,3794264.9,0.6808639,0.3,0.839999971,0.473258946,0.469049044,0.9397259,1.0628572,0.707796,0.5332748,11.347,0.78,48,0.460982,0.9678605,0.9658749,0.9644288,0.9424592,0.841576,0.9764546,0.9696165
332,0,0.086015642,0.2045381,0.4474685,0.9781319,0.0125011,0.5656102,-0.676007783,-0.3123,1.161777841,-1.570277082,357172.1761,3783192.94,1.5959048,0.4,0.399999971,0.682590473,0.152120096,0.1831135,1.0941976,1.1547459,0.0335741,16.3652,0.56,56,0.327154,0.0004246,0.0014153,0.0002105,0.0224447,0.014372,0.0124317,0.0245306
333,0,0.086123168,0.2045381,0.4474685,0.9781319,0.0125011,0.6437082,-1.002719752,-0.5354682,0.947476639,-1.350847162,360161.2112,3782974.074,1.5959048,0.35,0.319999971,0.630222134,0.213429938,0.1831135,1.0941976,1.1547459,0.0335741,15.1098,0.52,52,0.353043,0.0008154,0.0028517,0.0003625,0.0412492,0.0232483,0.0218599,0.0407772
334,0,0.086217463,0.2045381,0.6591374,0.5590755,0.0125011,1.0189182,0.467484105,0.1340364,-0.548073986,0.216760056,365535.4967,3790604.471,0.0553545,0.5,0.679999971,0.264757536,0.651427411,1.3560724,0.7828309,1.1547459,1.6518499,6.3487,0.7,64,0.537994,0.0047635,0.014443,0.0023547,0.003884,0.0007611,0.0004415,0.0001227
335,0,0.086934626,0.2045381,1.335148,1.0484922,0.837518,0.6707735,-0.839363767,-0.8702205,-0.199804661,0.759016151,354900.9729,3815468.527,1.5959048,0.275,0.359999971,0.349863387,0.802936537,1.3560724,1.0941976,0.707796,1.3733321,8.3889,0.54,46,0.601971,0.1328491,0.0682428,0.242504,0.0720244,0.3030111,0.0287764,0.0259574
336,0,0.087043643,2.8545845,0.6591374,1.0484922,2.6639924,1.0189182,0.957552058,1.3614615,-1.298930497,1.099480459,365861.7531,3800678.745,1.3795432,0.775,0.799999971,0.081272292,0.898064006,1.2932247,1.0628572,1.2530659,1.3733321,1.9501,0.76,86,0.64214,0.8056519,0.8269268,0.7861714,0.8755557,0.7445968,0.4201888,0.1228192
337,0,0.087103069,1.3505726,0.6591374,1.0484922,2.6639924,1.0189182,1.284264026,-0.6470523,0.230299933,-0.328394761,349094.5386,3795053.469,0.6808639,0.325,0.879999971,0.454967153,0.499108367,0.9397259,0.9155879,0.707796,0.5332748,10.9085,0.8,50,0.473675,0.5955601,0.5029997,0.8933094,0.4341347,0.5336989,0.6889039,0.8766414
338,0,0.087227881,0.2045381,1.335148,0.5590755,0.0125011,1.0189182,0.794196074,0.5803728,0.398391691,-0.80995567,355624.1388,3789827.278,0.0553545,0.6,0.759999971,0.496043386,0.364557787,0.9397259,1.0628572,1.2530659,0.5332748,11.8932,0.74,72,0.416859,0.0038801,0.0036477,0.0069434,0.0026541,0.0010189,0.0066399,0.0064321
339,0,0.087257385,0.2045381,0.6591374,0.9781319,0.0125011,1.298568,-0.185939831,0.1340364,0.926480106,-1.30464559,353382.1714,3787518.007,0.0553545,0.5,0.519999971,0.625091254,0.226338893,0.9397259,0.7828309,1.1547459,0.0335741,14.9868,0.62,64,0.358494,0.0001439,0.0002409,0.0000303,0.005766,0.0010118,0.0045008,0.0016341
340,0,0.087325275,0.2045381,0.4474685,1.289903,0.837518,0.8505477,0.140772137,0.4687887,-1.274878371,0.985125,368682.8481,3794327.96,0.0553545,0.575,0.599999971,0.08714986,0.866112506,1.2932247,0.7828309,1.1547459,1.3733321,2.091,0.66,70,0.628648,0.0391281,0.0595244,0.0299157,0.0822623,0.0220316,0.0074653,0.0006901
341,0,0.087400556,2.8545845,1.9570681,0.8860558,0.837518,1.2945342,-1.656143688,-1.7628933,2.246103682,-1.537365561,337158.9235,3789842.518,0.6808639,0.075,0.159999971,0.947564924,0.161315743,0.166549,1.2643212,0.1274126,0.0335741,22.7173,0.44,30,0.331037,0.1788732,0.3824887,0.0466193,0.4807596,0.3459248,0.793147,0.7166693
342,0,0.087758005,0.2045381,0.6591374,0.9781319,0.837518,0.5656102,1.284264026,-0.5354682,0.718631498,-0.708424093,346372.8791,3793340.308,0.6808639,0.35,0.879999971,0.574299722,0.392926229,0.9397259,0.9155879,1.1547459,0.5332748,13.7692,0.8,52,0.428838,0.0244589,0.1275276,0.1198342,0.0754387,0.0277872,0.0429014,0.1188885
343,0,0.088129401,0.2045381,0.6591374,1.289903,0.837518,1.0189182,1.120908042,1.6962138,-0.954263016,0.629607675,362333.7745,3795549.108,0.0553545,0.85,0.839999971,0.165497967,0.766779147,1.2932247,1.0628572,0.7968163,1.6518499,3.9692,0.78,92,0.586703,0.0376155,0.0302073,0.0228654,0.0254317,0.0124685,0.0060058,0.0011384
344,0,0.088232696,0.2045381,1.9570681,0.9781319,0.837518,0.6707735,-0.185939831,0.0224523,-0.540358187,0.762211526,361269.0094,3809330.676,1.5959048,0.475,0.519999971,0.26664303,0.803829341,1.3560724,0.7828309,1.1547459,1.3733321,6.3939,0.62,62,0.602348,0.2204578,0.5052503,0.2225268,0.4546254,0.2582661,0.0546297,0.0192842
345,0,0.088559508,0.2045381,0.4474685,0.9781319,0.837518,1.0189182,-0.349295815,-0.7586365,1.338353564,-0.844960714,339690.4809,3795516.591,0.6808639,0.3,0.479999971,0.725739915,0.354777198,0.1831135,0.7828309,0.707796,0.5332748,17.3996,0.6,48,0.412729,0.0467528,0.0334397,0.0374709,0.0225988,0.0325779,0.0571622,0.0595804
346,0,0.088588536,1.3505726,1.9570681,1.289903,0.837518,1.4390537,-0.022583847,0.2456205,-0.743307604,0.896697005,359385.9331,3809004.387,1.5959048,0.525,0.559999971,0.217048703,0.841405272,1.3560724,0.7828309,1.1547459,1.3733321,5.205,0.64,66,0.618215,0.9082122,0.9715294,0.8982564,0.9645315,0.8991666,0.6170391,0.3532007
347,0,0.089153528,0.2045381,0.6591374,0.5590755,0.837518,1.298568,0.63084009,1.2498773,-1.347342016,1.035649228,367334.5523,3795242.428,0.0553545,0.75,0.719999971,0.069442069,0.880229233,1.2932247,1.0628572,1.2530659,1.3733321,1.6665,0.72,84,0.634609,0.0317991,0.0114755,0.0366855,0.0290573,0.0156579,0.0060238,0.0012936
348,0,0.089573145,0.2045381,1.335148,1.0484922,0.837518,1.0189182,-0.185939831,0.0224523,-0.453367672,0.693905074,362736.2462,3808852.837,1.5959048,0.475,0.519999971,0.287900721,0.784744169,1.3560724,0.7828309,1.1547459,1.6518499,6.9035,0.62,62,0.594289,0.2748806,0.7144308,0.1443031,0.5107486,0.2519948,0.0555667,0.0201539
349,0,0.08961457,1.3505726,0.1167302,0.5590755,0.837518,1.298568,1.774331978,0.9151251,-0.560774328,0.218675586,359536.2409,3794328.144,0.0553545,0.675,0.999999971,0.26165398,0.65196262,1.3560724,0.9155879,1.2530659,1.6518499,6.2743,0.86,78,0.53822,0.0762094,0.0371119,0.1813838,0.045782,0.0541155,0.0096033,0.014543
350,0,0.089641392,0.2045381,0.3625256,1.0484922,0.837518,0.6707735,0.140772137,0.3572046,-1.32233395,1.049947899,369377.6205,3794729.808,0.0553545,0.55,0.599999971,0.075553239,0.884224355,1.2932247,0.7828309,1.1547459,1.3733321,1.813,0.66,68,0.636296,0.0050767,0.0072679,0.0040783,0.0101207,0.0024702,0.0011361,0.0001036
351,0,0.08989656,0.2045381,1.335148,1.0484922,1.7059875,0.6707735,0.304128121,-0.2007159,-0.968158283,0.919937641,365263.9003,3803495.401,1.3795432,0.425,0.639999971,0.16210241,0.847898824,1.2932247,0.7828309,1.1547459,1.3733321,3.8878,0.68,58,0.620957,0.0284983,0.1356383,0.0186332,0.1299954,0.0456076,0.0082849,0.0007416
352,0,0.08994323,0.2045381,0.6591374,1.289903,0.837518,0.5656102,-0.349295815,-0.0891318,-0.609049284,0.944407269,354908.9733,3812663.738,1.5959048,0.45,0.479999971,0.24985713,0.854735763,1.3560724,0.7828309,1.1547459,1.3733321,5.9915,0.6,60,0.623844,0.1230349,0.3405152,0.0843237,0.3315909,0.146415,0.0260587,0.0066333
353,0,0.091288686,2.8545845,0.6591374,1.289903,0.837518,1.2945342,-1.166075736,-0.9818047,1.492413492,-1.794733151,357752.8658,3780559.571,1.5959048,0.25,0.279999971,0.763387219,0.089405923,0.1831135,1.2643212,0.707796,0.0335741,18.3021,0.5,44,0.300672,0.0495007,0.0225107,0.0094149,0.2796901,0.2404888,0.5690558,0.4802602
354,0,0.091693521,0.2045381,1.335148,0.5590755,0.837518,1.4390537,-1.166075736,-0.7586365,-0.152963614,0.748201033,348518.7039,3814602.242,1.5959048,0.3,0.279999971,0.361309836,0.799914738,1.3560724,1.2643212,0.707796,1.3733321,8.6633,0.5,48,0.600695,0.4306991,0.2567366,0.4034764,0.2582664,0.401312,0.1229269,0.0523021
355,0,0.091718256,0.2045381,0.6591374,1.289903,0.0125011,0.0390658,0.140772137,-0.3123,0.829520506,-1.087648223,350720.8274,3789632.23,0.6808639,0.4,0.599999971,0.601397438,0.286969067,0.9397259,0.7828309,1.1547459,0.0335741,14.4188,0.66,56,0.384096,0,0,0,0,0,0,0
356,0,0.092356503,0.2045381,1.335148,0.9781319,0.0125011,0.8505477,0.140772137,0.3572046,0.260770512,-0.704118387,360842.3406,3787514.601,0.0553545,0.55,0.599999971,0.462413185,0.394129265,0.9397259,0.7828309,1.1547459,0.5332748,11.087,0.66,68,0.429346,0.0067262,0.0295981,0.0066995,0.0126921,0.0024214,0.0122367,0.0052253
357,0,0.092942953,0.2045381,1.9570681,0.5590755,0.837518,1.2945342,-0.349295815,-0.3123,-0.429793516,0.752210085,359242.2485,3811238.415,1.5959048,0.4,0.479999971,0.293661489,0.801034887,1.3560724,0.7828309,1.1547459,1.3733321,7.0416,0.6,56,0.601168,0.3744904,0.6772147,0.3665605,0.610877,0.3801291,0.0830964,0.0354343
358,0,0.093152583,0.2045381,0.1167302,1.0484922,0.837518,0.6707735,0.957552058,-0.7586365,0.550488529,-0.669291336,348747.5565,3793142.009,0.6808639,0.3,0.799999971,0.533210974,0.403860121,0.9397259,1.0628572,0.707796,0.5332748,12.7842,0.76,48,0.433455,0.0033149,0.0020765,0.003558,0.0013998,0.0010993,0.0053676,0.0045322
