OID_,CID,random,DR_SLOPE,DR_ROAD,DR_DRA,DR_DEM,DR_ASPECT,PGA0_1,PGV0_1,DIS_FAULT0_1,PP0_1,POINT_X,POINT_Y,DR_GEO,PGV01,PGA01,DIS_FAULT01,PP01,DR_FAULT,DR_PGA,DR_PGV,DR_PP,DIS_FAULT,PGA,PGV,PP,P_PP,P_PP_V,P_PP_A,P_PGV,P_PGA,P_FAU,P_FAU_A
2212,1,0.55401504,1.3505726,0.3625256,1.0484922,2.6639924,1.298568,1.610975994,1.5846297,-1.561028684,1.276573771,-118.5276548,34.3480293,1.5959048,0.825,0.959999971,0.017223902,0.947544783,1.2932247,0.9155879,1.2530659,1.3733321,0.4147,0.84,90,0.663034,0.8634211,0.8073684,0.9697341,0.8854414,0.8961352,0.5493389,0.4710327
2213,1,0.55405724,5.0127993,1.335148,1.0484922,2.6639924,0.6707735,-0.512651799,0.2456205,-0.362075428,0.605587265,-118.6744751,34.37642659,1.5959048,0.525,0.439999971,0.310209617,0.760067722,1.3560724,1.0941976,1.1547459,1.6518499,7.4383,0.58,66,0.583869,0.975967,0.9959822,0.9725084,0.9927176,0.9897887,0.8891414,0.833966
2214,1,0.554412127,0.2045381,0.6591374,1.289903,0.837518,1.2945342,-0.676007783,0.6919569,-0.67379713,0.891264019,-118.6557913,34.39954251,1.5959048,0.625,0.399999971,0.234034833,0.839887267,1.3560724,1.0941976,1.2530659,1.3733321,5.6122,0.56,74,0.617574,0.3151828,0.2681558,0.4085408,0.3817803,0.5802987,0.0770586,0.054475
2215,1,0.555001497,0.2045381,1.335148,1.0484922,0.837518,1.4390537,-1.002719752,-1.428141,1.538144966,-0.874236118,-118.7630477,34.30062703,0.6808639,0.15,0.319999971,0.774562524,0.346597501,0.1831135,1.0941976,0.707796,0.5332748,18.57,0.52,36,0.409275,0.45934,0.3858003,0.6322775,0.2831275,0.5202388,0.5381755,0.7708296
2216,1,0.555113256,2.8545845,1.9570681,0.5590755,0.837518,0.8505477,-0.185939831,-0.6470523,0.742632413,-0.346990661,-118.7209601,34.32076251,1.5959048,0.325,0.519999971,0.580164776,0.493912578,0.9397259,0.7828309,0.707796,0.5332748,13.9098,0.62,50,0.471481,0.8457958,0.8329945,0.8246245,0.7814267,0.8998897,0.9171318,0.8705693
2217,1,0.55589962,1.3505726,1.335148,0.8860558,2.6639924,1.4390537,-0.839363767,-1.2049729,1.173453962,-0.607223071,-118.7473976,34.31725684,1.5959048,0.2,0.359999971,0.685443742,0.421202312,0.1831135,1.0941976,0.707796,0.5332748,16.4336,0.54,40,0.440778,0.4770159,0.4717803,0.5346941,0.5030002,0.7508216,0.7176833,0.8228827
2218,1,0.55622828,2.8545845,0.6591374,1.289903,2.6639924,1.298568,0.140772137,0.1340364,-0.652817667,0.751710013,-118.4605063,34.38357342,1.3795432,0.5,0.599999971,0.239161541,0.800895165,1.3560724,0.7828309,1.1547459,1.3733321,5.7351,0.66,64,0.601109,0.9055951,0.9806401,0.8328554,0.9766607,0.9216515,0.5856474,0.2336169
2219,1,0.556412578,1.3505726,0.3625256,1.0484922,2.6639924,1.298568,1.610975994,1.5846297,-1.554183473,1.27629407,-118.532585,34.35002547,1.5959048,0.825,0.959999971,0.018896653,0.947466633,1.2932247,0.9155879,1.2530659,1.3733321,0.4548,0.84,90,0.663001,0.8634211,0.8073684,0.9697341,0.8854414,0.8961352,0.5493389,0.4710327
2220,1,0.55663532,2.8545845,0.6660407,1.0484922,1.7059875,1.298568,0.794196074,1.0267092,-0.695578899,0.702847041,-118.638436,34.35053258,1.5959048,0.7,0.759999971,0.228712067,0.7872426,1.3560724,1.0628572,1.2530659,1.6518499,5.4846,0.74,80,0.595344,0.7113604,0.7213167,0.6813537,0.7267113,0.5800552,0.2525612,0.1937226
2221,1,0.556904316,2.8545845,1.9570681,1.289903,2.6639924,0.6582797,-0.839363767,-0.3123,0.192045274,0.194214435,-118.7041039,34.3627903,1.5959048,0.4,0.359999971,0.445618941,0.645128049,0.9397259,1.0941976,1.1547459,1.6518499,10.6844,0.54,56,0.535334,0.9846927,0.9969085,0.9873204,0.9928892,0.9916492,0.9830435,0.9879671
2222,1,0.557001412,2.8545845,1.335148,1.0484922,1.7059875,1.2945342,1.44762001,1.1382933,-0.938899699,0.735724659,-118.5719859,34.33075282,1.5959048,0.725,0.919999971,0.169252269,0.796428775,1.2932247,0.9155879,1.2530659,1.6518499,4.0592,0.82,82,0.599223,0.9547826,0.9658419,0.98339,0.9622759,0.9676106,0.8002728,0.7453567
2223,1,0.557501018,0.2045381,0.4474685,1.289903,2.6639924,0.6707735,-0.676007783,-0.6470523,-0.296610628,0.56312352,-118.4456017,34.39945922,1.5959048,0.325,0.399999971,0.326207114,0.748203134,1.3560724,1.0941976,0.707796,1.6518499,7.8218,0.56,50,0.578859,0.833966,0.75823,0.7991513,0.6737071,0.9188632,0.4648081,0.3221302
2224,1,0.557780087,9.1183329,0.6660407,0.9781319,2.6639924,1.298568,0.467484105,1.3614615,-0.943764749,0.931888516,-118.6324967,34.36546011,1.5959048,0.775,0.679999971,0.168063407,0.85123796,1.2932247,0.7828309,1.2530659,1.3733321,4.0307,0.7,86,0.622367,0.9657758,0.9507808,0.9699972,0.975229,0.9726152,0.843169,0.4850041
2225,1,0.558444798,2.8545845,0.6591374,1.289903,2.6639924,1.298568,1.610975994,1.5846297,-1.172507469,0.88559371,-118.5240163,34.32106462,1.5959048,0.825,0.959999971,0.112166024,0.838302954,1.2932247,0.9155879,1.2530659,1.3733321,2.6907,0.84,90,0.616905,0.9794071,0.9736864,0.9956922,0.9854857,0.9882954,0.900429,0.8579053
2226,1,0.558735549,2.8545845,1.335148,1.289903,0.837518,0.5656102,-0.349295815,1.3614615,-1.15997783,1.207690965,-118.625562,34.40091832,1.5959048,0.775,0.479999971,0.115227866,0.928298575,1.2932247,0.7828309,1.2530659,1.3733321,2.7641,0.6,86,0.654907,0.8741322,0.8514476,0.8576612,0.8943534,0.8867534,0.5958013,0.1636933
2227,1,0.559022188,5.0127993,1.9570681,1.289903,1.7059875,1.0189182,-1.32943172,-1.0933888,-0.742846704,0.794656879,-118.3908148,34.34016876,1.3795432,0.225,0.239999971,0.217161332,0.812894739,1.3560724,1.2643212,0.707796,1.3733321,5.2077,0.48,42,0.606176,0.9140406,0.873028,0.8843207,0.8806921,0.900429,0.6394551,0.3203859
2228,1,0.559430063,2.8545845,1.9570681,1.0484922,2.6639924,0.6707735,-0.349295815,0.2456205,-0.3015781,0.535924685,-118.6748285,34.36837806,1.5959048,0.525,0.479999971,0.324993223,0.740603641,1.3560724,0.7828309,1.1547459,1.6518499,7.7927,0.6,66,0.57565,0.9631729,0.9928963,0.9260817,0.9844497,0.9473499,0.7994722,0.5453746
2229,1,0.560138524,5.0127993,1.9570681,1.289903,2.6639924,0.6582797,-0.185939831,0.4687887,-0.409257882,0.60563812,-118.6681181,34.36997997,1.5959048,0.575,0.519999971,0.298679739,0.760081931,1.3560724,0.7828309,1.1547459,1.6518499,7.1619,0.62,70,0.583875,0.992645,0.9985876,0.9822594,0.9971597,0.9909689,0.9458333,0.8384851
2230,1,0.560655534,1.3505726,1.335148,1.289903,0.837518,0.8505477,-1.492787704,-0.6470523,-0.021009792,0.600679778,-118.6830198,34.43556195,1.5959048,0.325,0.199999971,0.393555118,0.758696545,1.3560724,1.2643212,0.707796,1.6518499,9.4363,0.46,50,0.58329,0.913093,0.8891412,0.8122963,0.7890153,0.8356208,0.6037224,0.3225672
2231,1,0.56065917,0.2045381,1.335148,1.0484922,2.6639924,0.8505477,-1.32943172,-1.0933888,0.066731818,0.660442626,-118.6413655,34.47903608,1.5959048,0.225,0.239999971,0.414996353,0.77539459,1.3560724,1.2643212,0.707796,1.6518499,9.9503,0.48,42,0.590341,0.9633146,0.9496455,0.9157535,0.9152118,0.9227992,0.804396,0.5552737
2232,1,0.560836852,5.0127993,1.335148,0.9781319,0.837518,1.2945342,-1.002719752,-0.2007159,-0.057216009,0.4290025,-118.6917127,34.3800203,1.5959048,0.425,0.319999971,0.38470748,0.710729035,1.3560724,1.0941976,1.1547459,1.6518499,9.2242,0.52,58,0.563035,0.9681392,0.9951165,0.9685073,0.9868618,0.9858389,0.8121438,0.8028178
2233,1,0.561009288,2.8545845,0.4474685,1.289903,2.6639924,1.4390537,1.44762001,1.4730456,-1.552459368,1.282837386,-118.5376739,34.35365177,1.5959048,0.8,0.919999971,0.019317969,0.949294869,1.2932247,0.9155879,1.2530659,1.3733321,0.4649,0.82,88,0.663773,0.9375556,0.9014996,0.9870421,0.942242,0.9563533,0.7432634,0.6615036
2234,1,0.561040103,2.8545845,0.6591374,1.289903,0.837518,1.4390537,-1.32943172,-0.5354682,0.198941696,0.304442181,-118.7076387,34.3887465,1.5959048,0.35,0.239999971,0.447304206,0.675926245,0.9397259,1.2643212,1.1547459,1.6518499,10.7248,0.48,52,0.548339,0.9394031,0.9891427,0.8205385,0.9755889,0.8858466,0.9391749,0.8605661
2235,1,0.56138742,0.2045381,1.9570681,0.5590755,0.837518,0.8505477,-0.022583847,0.803541,-0.639792988,0.756066573,-118.6544707,34.36901583,1.5959048,0.65,0.559999971,0.242344354,0.80211241,1.3560724,0.7828309,1.2530659,1.3733321,5.8114,0.64,76,0.601623,0.8365801,0.7906749,0.8254906,0.8334112,0.8200963,0.4356094,0.2289943
2236,1,0.561405003,2.8545845,0.6591374,1.0484922,2.6639924,0.8505477,-1.32943172,-1.0933888,0.0353053,0.680225137,-118.6312344,34.48193752,1.5959048,0.225,0.239999971,0.40731672,0.780921925,1.3560724,1.2643212,0.707796,1.6518499,9.7662,0.48,42,0.592675,0.9777302,0.9686899,0.933018,0.9487777,0.948729,0.8550783,0.6022859
2237,1,0.561864316,2.8545845,1.9570681,0.8860558,2.6639924,1.0189182,-2.309567624,-1.9860616,1.754170273,-1.844189429,-118.5125638,34.12190857,0.6808639,0.025,-2.86102E-08,0.82735218,0.075587585,0.1831135,1.2643212,0.1274126,0.2272355,19.8355,0.36,26,0.294837,0.9413651,0.9873953,0.7827899,0.7394286,0.6259777,0.9318843,0.9400826
2238,1,0.562553406,5.0127993,0.3625256,1.289903,2.6639924,1.4390537,1.610975994,1.919382,-1.434929993,1.136621404,-118.5120685,34.33144382,1.5959048,0.9,0.959999971,0.048038378,0.908441376,1.2932247,0.9155879,0.7968163,1.3733321,1.1534,0.84,96,0.646522,0.9898993,0.9886262,0.997685,0.9912854,0.9937319,0.9498364,0.9208534
2239,1,0.562953591,1.3505726,1.9570681,0.5590755,0.837518,1.4390537,1.120908042,0.3572046,-0.095419457,0.159929834,-118.6617643,34.32288617,0.6808639,0.55,0.839999971,0.375371783,0.635548756,1.3560724,1.0628572,1.1547459,1.6518499,9.0004,0.78,68,0.531289,0.8166778,0.9426218,0.7993121,0.8180215,0.4032359,0.2390307,0.2415869
2240,1,0.563197255,5.0127993,1.335148,1.289903,0.837518,1.298568,-1.32943172,-0.5354682,0.217377676,0.275039639,-118.7082784,34.38427718,1.5959048,0.35,0.239999971,0.451809368,0.667711025,0.9397259,1.2643212,1.1547459,1.6518499,10.8328,0.48,52,0.54487,0.9799839,0.9970055,0.9439061,0.9934127,0.9683238,0.9821545,0.9612462
2241,1,0.563390851,2.8545845,0.6591374,0.5590755,0.837518,1.4390537,1.284264026,1.3614615,-1.386945233,1.183450185,-118.5700225,34.35658845,1.5959048,0.775,0.879999971,0.059764314,0.921525576,1.2932247,0.9155879,1.2530659,1.3733321,1.4345,0.8,86,0.652047,0.915367,0.8911945,0.9812384,0.9266953,0.9518918,0.6601587,0.6111146
2242,1,0.563989222,5.0127993,1.335148,1.289903,1.7059875,1.0189182,-0.676007783,-0.6470523,-0.978178579,0.925862224,-118.4072652,34.33536835,1.3795432,0.325,0.399999971,0.159653771,0.849554183,1.2932247,1.0941976,0.707796,1.3733321,3.8291,0.56,50,0.621656,0.8872546,0.8476131,0.9217957,0.8634211,0.9709145,0.6389937,0.3130283
2243,1,0.56415087,0.2045381,0.6591374,1.0484922,0.837518,0.6437082,-1.002719752,-0.9818047,-0.125412066,0.748692629,-118.5996677,34.47798792,1.5959048,0.25,0.319999971,0.368042551,0.800052092,1.3560724,1.0941976,0.707796,1.3733321,8.8247,0.52,44,0.600753,0.1385961,0.073987,0.2167003,0.0817354,0.3004825,0.0286648,0.0226652
2244,1,0.564306676,2.8545845,1.335148,1.289903,2.6639924,1.298568,-1.002719752,-0.3123,0.016801038,0.382224574,-118.6961345,34.3795728,1.5959048,0.4,0.319999971,0.402794872,0.697659044,1.3560724,1.0941976,1.1547459,1.6518499,9.6578,0.52,56,0.557516,0.9911548,0.9985108,0.9912767,0.9967892,0.9962788,0.9408107,0.9291035
2245,1,0.564328313,2.8545845,0.1167302,0.9781319,0.837518,1.2945342,-0.512651799,0.2456205,-0.75814174,1.031335048,-118.6330865,34.42867471,1.5959048,0.525,0.439999971,0.213423716,0.879023829,1.3560724,1.0941976,1.1547459,1.3733321,5.1181,0.58,66,0.6341,0.74951,0.9115736,0.8272126,0.8920642,0.8769651,0.3160468,0.2580746
2246,1,0.564392507,2.8545845,1.335148,0.5590755,0.837518,0.8505477,-1.166075736,-0.4238842,-0.319672674,0.795767208,-118.658225,34.44065219,1.5959048,0.375,0.279999971,0.32057149,0.81320497,1.3560724,1.2643212,1.1547459,1.3733321,7.6867,0.5,54,0.606307,0.9245614,0.9778388,0.8957623,0.9721317,0.886653,0.647941,0.3670252
2247,1,0.564540803,2.8545845,0.6591374,1.289903,0.837518,0.6582797,-0.839363767,-0.2007159,-0.424552917,0.859149222,-118.6488226,34.43940234,1.5959048,0.425,0.359999971,0.294942123,0.830914229,1.3560724,1.0941976,1.1547459,1.3733321,7.0723,0.54,58,0.613785,0.3151828,0.6299498,0.4085408,0.615147,0.5802987,0.0770586,0.054475
2248,1,0.564603269,2.8545845,1.9570681,1.0484922,2.6639924,1.298568,-0.676007783,-0.9818047,0.956745841,-0.466160374,-118.7361756,34.32158229,1.5959048,0.25,0.399999971,0.632487229,0.460615951,0.1831135,1.0941976,0.707796,0.5332748,15.1641,0.56,44,0.457421,0.9718047,0.9705166,0.9856705,0.9682008,0.9928254,0.9846474,0.9939762
2249,1,0.564780295,2.8545845,1.9570681,1.0484922,0.837518,1.4390537,-0.512651799,-0.9818047,0.956745841,-0.466160374,-118.7365482,34.3205986,1.5959048,0.25,0.439999971,0.632487229,0.460615951,0.1831135,1.0941976,0.707796,0.5332748,15.1641,0.58,44,0.457421,0.8987125,0.8965997,0.9431066,0.8738019,0.9702579,0.942405,0.9771569
2250,1,0.564953148,1.3505726,1.335148,1.289903,0.837518,1.2945342,-1.166075736,-0.4238842,0.090852226,0.335650067,-118.7022786,34.38095988,1.5959048,0.375,0.279999971,0.420890606,0.684645888,0.9397259,1.2643212,1.1547459,1.6518499,10.0916,0.5,54,0.552021,0.9709146,0.9955082,0.9337641,0.9875069,0.9423507,0.9717773,0.9460889
2251,1,0.565048754,2.8545845,1.335148,1.289903,0.837518,0.6582797,-0.512651799,0.2456205,-0.325425382,0.58193979,-118.6763034,34.37634525,1.5959048,0.525,0.439999971,0.319165713,0.753460496,1.3560724,1.0941976,1.1547459,1.6518499,7.653,0.58,66,0.581079,0.844487,0.9714186,0.8299114,0.9312467,0.9132516,0.4464561,0.3822527
2252,1,0.56513536,2.8545845,1.335148,1.289903,0.837518,1.0189182,-0.512651799,0.1340364,-0.244802109,0.518718817,-118.6814136,34.37310248,1.5959048,0.5,0.439999971,0.338867454,0.735796233,1.3560724,1.0941976,1.1547459,1.6518499,8.1253,0.58,64,0.57362,0.9759904,0.9963632,0.9746178,0.9915742,0.9899492,0.8588777,0.8310378
2253,1,0.565222025,2.8545845,0.6591374,1.289903,2.6639924,0.5656102,0.957552058,1.3614615,-1.546928574,1.356254743,-118.5809403,34.37394688,1.5959048,0.775,0.799999971,0.020669517,0.969808054,1.2932247,1.0628572,1.2530659,1.3733321,0.4973,0.76,86,0.672435,0.94715,0.9288396,0.9485342,0.9612462,0.9300852,0.7875131,0.4141101
2254,1,0.565429509,1.3505726,0.4474685,1.0484922,2.6639924,1.0189182,1.610975994,1.5846297,-1.554217614,1.264326244,-118.52436,34.34692666,1.5959048,0.825,0.959999971,0.01888831,0.944122761,1.2932247,0.9155879,1.2530659,1.3733321,0.4546,0.84,90,0.661589,0.9414203,0.9222273,0.9889039,0.9570985,0.9607589,0.7565765,0.6952964
2255,1,0.565468609,2.8545845,0.6660407,1.0484922,2.6639924,1.298568,0.304128121,0.3572046,-0.241319757,0.398981226,-118.6709122,34.34789642,1.5959048,0.55,0.639999971,0.33971843,0.702340938,1.3560724,0.7828309,1.1547459,1.6518499,8.1457,0.68,68,0.559493,0.9214346,0.9830435,0.8658786,0.9682317,0.8957621,0.5824892,0.3658646
2256,1,0.565934956,2.8545845,1.335148,1.0484922,2.6639924,1.4390537,-1.166075736,-0.4238842,0.088411166,0.34822815,-118.7003764,34.38312615,1.5959048,0.375,0.279999971,0.42029409,0.688160269,0.9397259,1.2643212,1.1547459,1.6518499,10.0773,0.5,54,0.553505,0.9863194,0.9975979,0.9663333,0.9951165,0.9732212,0.9881089,0.9754215
2257,1,0.566109955,2.8545845,1.335148,1.0484922,1.7059875,0.6582797,1.44762001,1.2498773,-1.100760779,0.897866665,-118.5692535,34.34009581,1.5959048,0.75,0.919999971,0.129698614,0.841732081,1.2932247,0.9155879,1.2530659,1.3733321,3.111,0.82,84,0.618353,0.8320184,0.7893482,0.9667858,0.8817389,0.9051667,0.5421499,0.4610789
2258,1,0.566159785,5.0127993,1.335148,0.9781319,0.837518,0.6707735,-0.676007783,0.3572046,-0.450533993,0.698643045,-118.6681078,34.38479286,1.5959048,0.55,0.399999971,0.288593182,0.786067982,1.3560724,1.0941976,1.1547459,1.6518499,6.9201,0.56,68,0.594848,0.9366716,0.9897887,0.9276406,0.9782041,0.9772683,0.739043,0.6644081
2259,1,0.566786766,2.8545845,1.335148,0.9781319,2.6639924,0.6707735,1.120908042,-0.0891318,0.138632142,-0.060881642,-118.6691492,34.31092079,0.6808639,0.45,0.839999971,0.432566485,0.573852901,0.9397259,1.0628572,1.1547459,1.6518499,10.3715,0.78,60,0.505237,0.9316299,0.982329,0.9201952,0.9491169,0.7345828,0.9160615,0.9181145
2260,1,0.567118287,0.2045381,0.3625256,1.289903,2.6639924,0.6707735,1.44762001,1.4730456,-1.57630665,1.308536004,-118.5405447,34.354578,1.5959048,0.8,0.919999971,0.013490458,0.956475194,1.2932247,0.9155879,1.2530659,1.3733321,0.3252,0.82,88,0.666805,0.3203855,0.2295244,0.730665,0.3447945,0.4506611,0.0982342,0.0637449
2261,1,0.567404568,1.3505726,0.6591374,0.9781319,0.837518,1.0189182,-1.166075736,-0.2007159,-0.096170552,0.499919498,-118.6902604,34.39277639,1.5959048,0.425,0.279999971,0.375188239,0.730543607,1.3560724,1.2643212,1.1547459,1.6518499,8.996,0.5,58,0.571402,0.7528741,0.9490685,0.5077494,0.8925444,0.6357579,0.3078902,0.1193081
2262,1,0.567663491,2.8545845,1.335148,1.289903,0.837518,0.6437082,-0.676007783,0.2456205,-0.336999081,0.614944545,-118.6752293,34.3840953,1.5959048,0.525,0.399999971,0.316337472,0.762682194,1.3560724,1.0941976,1.1547459,1.6518499,7.5852,0.56,66,0.584973,0.844487,0.9714186,0.8299114,0.9312467,0.9132516,0.4464561,0.3822527
2263,1,0.568074405,1.3505726,1.335148,1.289903,2.6639924,1.2945342,0.304128121,1.6962138,-1.557614614,1.419289249,-118.6050292,34.38683285,1.5959048,0.85,0.639999971,0.018058192,0.987420217,1.2932247,0.7828309,0.7968163,1.3733321,0.4347,0.68,92,0.679872,0.8263533,0.8427722,0.8101524,0.8525825,0.8523309,0.5142459,0.121853
2264,1,0.568145514,1.3505726,1.9570681,1.0484922,2.6639924,1.0189182,0.467484105,0.2456205,0.02028339,0.160023068,-118.6797123,34.3350102,1.5959048,0.525,0.679999971,0.403645847,0.635574806,1.3560724,0.7828309,1.1547459,1.6518499,9.6782,0.7,66,0.5313,0.9546095,0.9913198,0.9142759,0.9811461,0.9330805,0.7405828,0.5087495
2265,1,0.568392754,5.0127993,1.9570681,1.289903,2.6639924,1.298568,0.140772137,1.1382933,-0.824425917,0.884890219,-118.6433969,34.37188128,1.5959048,0.725,0.599999971,0.197225989,0.838106395,1.2932247,0.7828309,1.2530659,1.3733321,4.7298,0.66,82,0.616822,0.9987103,0.9988223,0.9988258,0.9989862,0.9986616,0.9921003,0.9495977
2266,1,0.569014549,1.3505726,0.3625256,1.0484922,2.6639924,0.6707735,1.610975994,1.5846297,-1.554183473,1.27629407,-118.5323246,34.35074716,1.5959048,0.825,0.959999971,0.018896653,0.947466633,1.2932247,0.9155879,1.2530659,1.3733321,0.4548,0.84,90,0.663001,0.8634211,0.8073684,0.9697341,0.8854414,0.8961352,0.5493389,0.4710327
2267,1,0.569536984,1.3505726,0.6591374,1.0484922,2.6639924,0.6707735,-1.32943172,-0.5354682,0.124600312,0.332844578,-118.704584,34.38594905,1.5959048,0.35,0.239999971,0.429137556,0.68386202,0.9397259,1.2643212,1.1547459,1.6518499,10.2893,0.48,52,0.55169,0.7697678,0.9482895,0.5107481,0.9101118,0.6222244,0.8236101,0.6051576
2268,1,0.569796026,1.3505726,0.6591374,0.5590755,0.837518,1.2945342,-1.166075736,-0.2007159,-0.248011335,0.704440491,-118.6727443,34.42508157,1.5959048,0.425,0.279999971,0.338083223,0.787687818,1.3560724,1.2643212,1.1547459,1.6518499,8.1065,0.5,58,0.595532,0.8358955,0.9679536,0.6231641,0.923579,0.7257169,0.4010719,0.1742217
2269,1,0.569986403,2.8545845,0.6591374,1.0484922,2.6639924,0.6582797,-1.32943172,-0.5354682,0.124600312,0.332844578,-118.7044627,34.38549841,1.5959048,0.35,0.239999971,0.429137556,0.68386202,0.9397259,1.2643212,1.1547459,1.6518499,10.2893,0.48,52,0.55169,0.9301503,0.9862382,0.8084548,0.974194,0.8604461,0.9323273,0.8457958
2270,1,0.570444584,2.8545845,1.335148,0.9781319,2.6639924,0.6437082,1.120908042,1.2498773,-1.047723194,0.8963834,-118.5910027,34.34617288,1.5959048,0.75,0.839999971,0.142659298,0.841317649,1.2932247,1.0628572,1.2530659,1.3733321,3.4217,0.78,84,0.618178,0.9493578,0.9365529,0.9575479,0.9626012,0.9360161,0.813816,0.5045003
2271,1,0.570853412,1.3505726,0.6591374,0.9781319,2.6639924,0.6707735,0.794196074,1.0267092,-1.095929869,1.000491621,-118.4802443,34.36498544,1.5959048,0.7,0.759999971,0.130879133,0.870406018,1.2932247,1.0628572,1.2530659,1.3733321,3.1393,0.74,80,0.630461,0.8220064,0.7720634,0.8215668,0.8695515,0.7989908,0.5525548,0.1775553
2272,1,0.571179748,2.8545845,1.335148,1.289903,1.7059875,1.0189182,1.284264026,0.1340364,0.007429415,0.048413767,-118.6611424,34.31529483,0.6808639,0.5,0.879999971,0.400504748,0.604390597,1.3560724,0.9155879,1.1547459,1.6518499,9.6029,0.8,64,0.518132,0.9521202,0.9886149,0.9856845,0.9726685,0.9145108,0.6708429,0.8032923
2273,1,0.571245432,5.0127993,1.9570681,0.8860558,2.6639924,1.4390537,-0.676007783,-1.0933888,1.073933808,-0.529966177,-118.7425971,34.32000766,1.5959048,0.225,0.399999971,0.661124209,0.442788283,0.1831135,1.0941976,0.707796,0.5332748,15.8506,0.56,42,0.449893,0.97592,0.971557,0.9824845,0.9720504,0.9890888,0.9890131,0.9944864
2274,1,0.571633935,0.2045381,1.9570681,0.9781319,0.837518,1.0189182,-0.185939831,0.5803728,-0.524619322,0.688463612,-118.6621367,34.37125076,1.5959048,0.6,0.519999971,0.270489104,0.783223797,1.3560724,0.7828309,1.2530659,1.6518499,6.4861,0.62,72,0.593647,0.4725276,0.5346946,0.3210391,0.4452209,0.4541293,0.1058358,0.0480624
2275,1,0.571940601,5.0127993,1.9570681,1.0484922,2.6639924,1.4390537,-0.512651799,-0.9818047,0.903503412,-0.422103178,-118.7335625,34.32229664,1.5959048,0.25,0.439999971,0.619476487,0.472925756,0.9397259,1.0941976,0.707796,0.5332748,14.8522,0.58,44,0.462619,0.9889367,0.9882258,0.9931864,0.9890239,0.9974113,0.9953904,0.9963084
2276,1,0.572497904,1.3505726,1.335148,0.9781319,0.837518,1.2945342,-1.32943172,-0.5354682,0.257510074,0.231770693,-118.7106627,34.38117047,1.5959048,0.35,0.239999971,0.461616438,0.65562146,0.9397259,1.2643212,1.1547459,1.6518499,11.0679,0.48,52,0.539765,0.967485,0.9591053,0.9265594,0.986211,0.9423507,0.969261,0.943694
2277,1,0.572846413,2.8545845,1.9570681,1.289903,2.6639924,1.0189182,-0.022583847,1.1382933,-0.804487746,0.88293231,-118.6450435,34.37270661,1.5959048,0.725,0.559999971,0.202098239,0.837559345,1.2932247,0.7828309,1.2530659,1.3733321,4.8466,0.64,82,0.616591,0.9900284,0.9864804,0.9911284,0.9909329,0.9892496,0.9450596,0.7334113
2278,1,0.572953582,2.8545845,0.6591374,1.289903,0.837518,1.0189182,-1.492787704,-0.6470523,0.328864147,0.224125524,-118.7141982,34.39007851,1.5959048,0.325,0.199999971,0.479053085,0.65348536,0.9397259,1.2643212,0.707796,1.6518499,11.4859,0.46,50,0.538863,0.9123762,0.8892399,0.7839781,0.7996327,0.8376708,0.9101935,0.8169771
2279,1,0.573013365,0.2045381,1.9570681,0.8860558,0.6614413,0.6437082,-0.839363767,-0.8702205,-0.718094694,0.77579823,-118.4135899,34.35432941,1.3795432,0.275,0.359999971,0.223209929,0.807625536,1.3560724,1.0941976,0.707796,1.3733321,5.3527,0.54,46,0.603951,0.0376879,0.0213735,0.0568398,0.0262114,0.0847105,0.0074136,0.0051428
2280,1,0.573299527,0.2045381,0.6591374,0.9781319,2.6639924,0.8505477,1.44762001,1.4730456,-1.278070527,1.040895747,-118.5522814,34.34196282,1.5959048,0.8,0.919999971,0.086369799,0.881695138,1.2932247,0.9155879,1.2530659,1.3733321,2.0723,0.82,88,0.635228,0.9097018,0.8839109,0.9782468,0.9357761,0.9457307,0.6867567,0.5812729
2281,1,0.573519528,5.0127993,0.6591374,1.0484922,0.837518,1.4390537,-1.32943172,-0.4238842,-0.045915436,0.549401203,-118.6893058,34.41631226,1.5959048,0.375,0.239999971,0.387468977,0.744369049,1.3560724,1.2643212,1.1547459,1.6518499,9.2904,0.48,54,0.57724,0.944223,0.9906872,0.8029759,0.9824672,0.8948247,0.7146343,0.3751935
2282,1,0.573541641,0.2045381,1.335148,1.289903,0.837518,1.298568,-1.166075736,-0.3123,-0.005697686,0.413678259,-118.6957455,34.38764577,1.5959048,0.4,0.279999971,0.397296905,0.706447364,1.3560724,1.2643212,1.1547459,1.6518499,9.526,0.5,56,0.561227,0.914745,0.985853,0.8148746,0.9630664,0.841309,0.6132514,0.3400664
2283,1,0.573591769,0.2045381,1.335148,1.0484922,0.837518,1.4390537,0.140772137,1.1382933,-1.322794849,1.319037517,-118.6078031,34.4070577,1.5959048,0.725,0.599999971,0.07544061,0.95940937,1.2932247,0.7828309,1.2530659,1.3733321,1.8103,0.66,82,0.668044,0.7550998,0.731255,0.7049538,0.8099983,0.7604228,0.4037175,0.0855674
2284,1,0.573706865,5.0127993,1.9570681,1.289903,0.837518,1.2945342,-0.349295815,0.4687887,-0.4169054,0.618377243,-118.6678471,34.37246651,1.5959048,0.575,0.479999971,0.296810931,0.763641307,1.3560724,0.7828309,1.1547459,1.6518499,7.1171,0.6,70,0.585378,0.9354749,0.9885245,0.868413,0.9682008,0.9041317,0.6431358,0.387698
