OID_,CID,random,DR_SLOPE,DR_ROAD,DR_DRA,DR_DEM,DR_ASPECT,PGA0_1,PGV0_1,DIS_FAULT0_1,PP0_1,POINT_X,POINT_Y,DR_GEO,PGV01,PGA01,DIS_FAULT01,PP01,DR_FAULT,DR_PGA,DR_PGV,DR_PP,DIS_FAULT,PGA,PGV,PP,P_PP,P_PP_V,P_PP_A,P_PGV,P_PGA,P_FAU,P_FAU_A
574,1,0.154509902,2.8545845,0.6591374,1.0484922,0.837518,1.4390537,-1.492787704,-0.6470523,0.114699508,0.449802107,-118.6983532,34.41542277,1.5959048,0.325,0.199999971,0.426718117,0.716540552,0.9397259,1.2643212,0.707796,1.6518499,10.2313,0.46,50,0.565489,0.8897313,0.8580274,0.6976222,0.7704759,0.7838082,0.8926404,0.7745177
575,1,0.154606938,9.1183329,0.6591374,0.5590755,2.6639924,0.5656102,0.140772137,-0.0891318,-0.790882675,0.826814055,-118.4640998,34.375352,1.3795432,0.45,0.599999971,0.205422882,0.821879618,1.2932247,0.7828309,1.1547459,1.3733321,4.9263,0.66,60,0.60997,0.9435876,0.991966,0.9182648,0.9868097,0.9593009,0.726115,0.2277604
576,1,0.154643893,0.2045381,1.9570681,0.9781319,2.6639924,0.8505477,1.120908042,1.2498773,-1.011807173,0.887331249,-118.5995263,34.34841614,1.5959048,0.75,0.839999971,0.151436021,0.838788431,1.2932247,1.0628572,1.2530659,1.3733321,3.6321,0.78,84,0.61711,0.8514476,0.8051817,0.9011438,0.8697783,0.8110732,0.5242311,0.2476848
577,1,0.155249596,5.0127993,1.335148,1.289903,2.6639924,1.0189182,1.284264026,0.1340364,0.007429415,0.048413767,-118.6621658,34.3151444,0.6808639,0.5,0.879999971,0.400504748,0.604390597,1.3560724,0.9155879,1.1547459,1.6518499,9.6029,0.8,64,0.518132,0.9874326,0.9971054,0.9967212,0.9919339,0.9724549,0.8759908,0.942133
578,1,0.155435681,1.3505726,0.6660407,1.0484922,2.6639924,1.4390537,0.304128121,0.3572046,-0.192481479,0.367663154,-118.6728817,34.349359,1.5959048,0.55,0.639999971,0.351652938,0.693590508,1.3560724,0.7828309,1.1547459,1.6518499,8.4318,0.68,68,0.555798,0.2679597,0.6419876,0.1901556,0.4875028,0.2282885,0.0458695,0.0207549
579,1,0.155663073,1.3505726,1.9570681,1.289903,2.6639924,1.4390537,0.304128121,1.1382933,-0.826832837,0.86720123,-118.640458,34.36702501,1.5959048,0.725,0.639999971,0.196637815,0.833164001,1.2932247,0.7828309,1.2530659,1.3733321,4.7157,0.68,82,0.614735,0.9793869,0.9700843,0.9777519,0.9819431,0.9782043,0.9015884,0.5611923
580,1,0.155896604,2.8545845,1.335148,0.5590755,2.6639924,1.4390537,1.284264026,-0.0891318,-0.095129261,-0.012493314,-118.6280884,34.30343505,0.6808639,0.45,0.879999971,0.375442697,0.587372847,1.3560724,0.9155879,1.1547459,1.6518499,9.0021,0.8,60,0.510946,0.9801013,0.9946696,0.9951116,0.9837135,0.9574257,0.7985089,0.9186392
581,1,0.156302035,2.8545845,1.335148,1.289903,0.837518,0.5656102,-1.32943172,-0.6470523,-0.086030763,0.666672337,-118.6716556,34.44397373,1.5959048,0.325,0.239999971,0.377666078,0.777135203,1.3560724,1.2643212,0.707796,1.6518499,9.0554,0.48,50,0.591076,0.9725618,0.9672325,0.9201214,0.9395736,0.9491169,0.8406404,0.5890406
582,1,0.156302214,1.3505726,1.335148,1.0484922,1.7059875,1.4390537,0.140772137,0.4687887,-1.142463649,1.011272835,-118.4264605,34.33535248,1.3795432,0.575,0.599999971,0.11950777,0.873418344,1.2932247,0.7828309,1.1547459,1.3733321,2.8667,0.66,70,0.631733,0.4830069,0.8282108,0.3477374,0.8224446,0.560699,0.1816808,0.0208568
583,1,0.156549394,2.8545845,1.335148,0.8860558,0.6614413,0.6437082,-0.512651799,-0.5354682,-0.838986928,0.839883734,-118.425012,34.35262358,1.3795432,0.35,0.439999971,0.193667746,0.825531353,1.2932247,1.0941976,1.1547459,1.3733321,4.6445,0.58,52,0.611512,0.5678294,0.8734708,0.6118273,0.8718038,0.7447869,0.2381226,0.0695255
584,1,0.156589985,5.0127993,0.6591374,1.0484922,2.6639924,1.0189182,-1.32943172,-0.5354682,0.161711258,0.309671748,-118.7053594,34.38614437,1.5959048,0.35,0.239999971,0.438206281,0.677387413,0.9397259,1.2643212,1.1547459,1.6518499,10.5067,0.48,52,0.548956,0.9629952,0.9934454,0.901144,0.987093,0.923861,0.9647363,0.9212896
585,1,0.157044768,9.1183329,1.9570681,1.289903,2.6639924,1.298568,0.140772137,1.1382933,-0.824425917,0.884890219,-118.6433702,34.37145254,1.5959048,0.725,0.599999971,0.197225989,0.838106395,1.2932247,0.7828309,1.2530659,1.3733321,4.7298,0.66,82,0.616822,0.9917068,0.9888489,0.9915491,0.9929103,0.9914986,0.9534696,0.7569444
586,1,0.157227635,1.3505726,1.9570681,0.5590755,0.837518,1.298568,-0.022583847,0.803541,-0.684602663,0.793097332,-118.6537908,34.37075962,1.5959048,0.65,0.559999971,0.231394307,0.812458993,1.3560724,0.7828309,1.2530659,1.3733321,5.5489,0.64,76,0.605992,0.8760993,0.8414423,0.8735809,0.8796374,0.8819472,0.5147457,0.3098119
587,1,0.157399595,2.8545845,1.335148,1.289903,0.837518,0.5656102,-0.676007783,-0.0891318,-0.111636292,0.425773222,-118.6881385,34.37092994,1.5959048,0.45,0.399999971,0.371408908,0.709826758,1.3560724,1.0941976,1.1547459,1.6518499,8.9054,0.56,60,0.562654,0.9441175,0.9908336,0.9398569,0.9762236,0.9701133,0.6976222,0.647941
588,1,0.157641232,1.3505726,1.335148,1.0484922,0.837518,1.298568,-0.185939831,1.3614615,-1.285837537,1.287015954,-118.6164172,34.40176588,1.5959048,0.775,0.519999971,0.084471791,0.950462382,1.2932247,0.7828309,1.2530659,1.3733321,2.0268,0.62,86,0.664266,0.2650273,0.2454554,0.2261812,0.3407396,0.2992228,0.073645,0.0114415
589,1,0.157742441,1.3505726,1.9570681,0.9781319,2.6639924,1.4390537,0.140772137,1.4730456,-1.057094818,1.045108218,-118.6301446,34.37334952,1.5959048,0.8,0.599999971,0.140369174,0.882872124,1.2932247,0.7828309,1.2530659,1.3733321,3.3668,0.66,88,0.635725,0.9774011,0.9675478,0.9756126,0.9810161,0.9790819,0.8972467,0.5693014
590,1,0.157956421,0.2045381,0.4474685,1.289903,0.837518,0.8505477,1.284264026,1.1382933,-1.540288207,1.323461883,-118.5689288,34.36725401,1.5959048,0.725,0.879999971,0.02229221,0.960645561,1.2932247,0.9155879,1.2530659,1.3733321,0.5362,0.8,82,0.668566,0.2896675,0.237036,0.6743659,0.3320341,0.409266,0.0718242,0.0508832
591,1,0.158524275,2.8545845,0.6591374,1.0484922,0.837518,1.2945342,-1.166075736,-0.8702205,-0.078844145,0.732003784,-118.6296312,34.47560951,1.5959048,0.275,0.279999971,0.379422257,0.795389144,1.3560724,1.2643212,0.707796,1.6518499,9.0975,0.5,46,0.598784,0.9032615,0.8835001,0.7400063,0.7898467,0.793147,0.5505767,0.2580746
592,1,0.158544242,5.0127993,1.9570681,0.9781319,2.6639924,0.6707735,1.284264026,0.5803728,-0.224539601,0.219175658,-118.6457311,34.32117683,0.6808639,0.6,0.879999971,0.343818961,0.652102343,1.3560724,0.9155879,1.2530659,1.6518499,8.244,0.8,72,0.538279,0.9747659,0.9700843,0.9937007,0.9548687,0.9445905,0.7888489,0.8965068
593,1,0.159784377,5.0127993,1.335148,0.9781319,2.6639924,1.2945342,1.774331978,1.1382933,-0.765260077,0.463566802,-118.5363898,34.29976439,0.0553545,0.725,0.999999971,0.211684223,0.720386478,1.3560724,0.9155879,1.2530659,1.6518499,5.0764,0.86,82,0.567113,0.9264232,0.8712437,0.9775553,0.9033489,0.9152118,0.6531692,0.7526878
594,1,0.159834266,2.8545845,1.9570681,1.289903,0.837518,0.8505477,-0.839363767,-1.7628933,1.518906679,-1.253951845,-118.7122571,34.24225943,0.6808639,0.075,0.359999971,0.769861304,0.240502985,0.1831135,1.0941976,0.1274126,0.0335741,18.4573,0.54,30,0.364475,0.3011135,0.5463666,0.2514301,0.6196354,0.8892399,0.883191,0.9622031
595,1,0.160103679,2.8545845,1.335148,1.289903,0.837518,1.4390537,-1.32943172,-0.4238842,-0.203833264,0.704584579,-118.6720138,34.43416505,1.5959048,0.375,0.239999971,0.348878926,0.787728077,1.3560724,1.2643212,1.1547459,1.6518499,8.3653,0.48,54,0.595549,0.882363,0.9794876,0.7483814,0.9518918,0.8086094,0.525727,0.2667846
596,1,0.160118341,1.3505726,1.9570681,1.0484922,1.7059875,1.298568,-1.32943172,-1.2049729,-0.628594837,0.733944742,-118.3909235,34.34822233,1.3795432,0.2,0.239999971,0.245080823,0.795931457,1.3560724,1.2643212,0.707796,1.6518499,5.877,0.48,40,0.599013,0.8009114,0.8032926,0.5815161,0.6772147,0.6952964,0.3322558,0.1292056
597,1,0.160273671,5.0127993,1.335148,1.0484922,2.6639924,1.0189182,-1.166075736,-0.4238842,0.125505041,0.32499599,-118.7024409,34.3834661,1.5959048,0.375,0.279999971,0.429358643,0.681669084,0.9397259,1.2643212,1.1547459,1.6518499,10.2946,0.5,54,0.550764,0.990253,0.99845,0.9757549,0.9970647,0.9826728,0.9920453,0.9828928
598,1,0.160378277,2.8545845,1.9570681,0.9781319,2.6639924,1.298568,0.957552058,-0.2007159,0.158331328,-0.023155867,-118.6776533,34.31938899,0.6808639,0.425,0.799999971,0.437380334,0.584393675,0.9397259,1.0628572,1.1547459,1.6518499,10.4869,0.76,58,0.509688,0.9822942,0.9954134,0.9808853,0.9858251,0.902648,0.9680156,0.9773127
599,1,0.160441518,1.3505726,0.6660407,1.0484922,2.6639924,0.8505477,-0.512651799,-0.4238842,0.431081415,-0.030122973,-118.7134721,34.34696679,1.5959048,0.375,0.439999971,0.504031706,0.58244703,0.9397259,1.0941976,1.1547459,1.6518499,12.0847,0.58,54,0.508866,0.8407742,0.9609095,0.8793193,0.9265593,0.8949189,0.8357581,0.8893385
600,1,0.160604775,5.0127993,1.9570681,0.9781319,1.7059875,1.0189182,-1.002719752,-0.7586365,-0.915376754,0.889178972,-118.3948867,34.32981876,1.3795432,0.3,0.319999971,0.175000523,0.839304695,1.2932247,1.0941976,0.707796,1.3733321,4.197,0.52,48,0.617328,0.9063618,0.8634211,0.9434277,0.8752284,0.974692,0.657236,0.3836702
601,1,0.160850465,5.0127993,1.335148,1.289903,1.7059875,0.8505477,1.120908042,1.3614615,-1.201049098,1.045235355,-118.589591,34.35515268,1.5959048,0.775,0.839999971,0.105191366,0.882907646,1.2932247,1.0628572,1.2530659,1.3733321,2.5235,0.78,86,0.63574,0.9850355,0.9816391,0.9853995,0.9909508,0.9837775,0.9423508,0.7442166
602,1,0.160882592,0.2045381,1.335148,0.5590755,0.837518,0.6437082,-0.512651799,0.4687887,-0.540545961,0.746404164,-118.6638265,34.38240808,1.5959048,0.575,0.439999971,0.266597144,0.799412683,1.3560724,1.0941976,1.1547459,1.3733321,6.3928,0.58,70,0.600483,0.4667991,0.7767804,0.6666337,0.7213163,0.7432634,0.135521,0.1412437
603,1,0.161743701,1.3505726,0.3625256,1.289903,2.6639924,1.4390537,1.610975994,1.5846297,-1.56951265,1.295508703,-118.5357247,34.35211171,1.5959048,0.825,0.959999971,0.015150694,0.9528353,1.2932247,0.9155879,1.2530659,1.3733321,0.365,0.84,90,0.665268,0.9790409,0.9667858,0.9959177,0.9801791,0.985414,0.8922564,0.8532095
604,1,0.161779344,5.0127993,1.9570681,1.0484922,1.7059875,1.298568,-0.022583847,0.2456205,-0.188589439,0.409737013,-118.678703,34.35663842,1.5959048,0.525,0.559999971,0.352604028,0.70534616,1.3560724,0.7828309,1.1547459,1.6518499,8.4546,0.64,66,0.560762,0.9766607,0.9959177,0.9348686,0.993247,0.9748395,0.8651803,0.6364524
605,1,0.161819696,5.0127993,1.9570681,0.9781319,2.6639924,1.4390537,0.304128121,1.1382933,-0.793733424,0.845443857,-118.6429832,34.36617382,1.5959048,0.725,0.639999971,0.20472625,0.82708488,1.2932247,0.7828309,1.2530659,1.3733321,4.9096,0.68,82,0.612168,0.9964703,0.9952127,0.9956012,0.9974675,0.9970559,0.9827916,0.8872546
606,1,0.162385643,1.3505726,1.9570681,0.5590755,0.837518,0.6707735,-0.022583847,0.803541,-0.623968772,0.733961693,-118.6557109,34.36768335,1.5959048,0.65,0.559999971,0.246211285,0.795936193,1.3560724,0.7828309,1.2530659,1.6518499,5.9041,0.64,76,0.599015,0.2829247,0.3104538,0.1691026,0.2445307,0.2730902,0.0485681,0.0212692
607,1,0.162768006,2.8545845,1.335148,1.289903,1.7059875,1.0189182,-0.839363767,-0.6470523,-0.978178579,0.925862224,-118.4061272,34.33535849,1.3795432,0.325,0.359999971,0.159653771,0.849554183,1.2932247,1.0941976,0.707796,1.3733321,3.8291,0.54,50,0.621656,0.8187648,0.7551003,0.8751191,0.763145,0.9474495,0.4797612,0.2048913
608,1,0.162821591,5.0127993,1.9570681,1.289903,0.837518,1.298568,-0.349295815,-0.8702205,0.871377009,-0.42907876,-118.7281002,34.31922372,1.5959048,0.275,0.479999971,0.611625825,0.470976743,0.9397259,0.7828309,0.707796,0.5332748,14.664,0.6,46,0.461796,0.9665926,0.9684463,0.9511538,0.9636663,0.9819431,0.9842649,0.9682317
609,1,0.16283834,1.3505726,0.6591374,0.9781319,0.837518,1.2945342,-1.002719752,-0.2007159,-0.405673108,0.840697411,-118.6516549,34.43699381,1.5959048,0.425,0.319999971,0.299555743,0.825758699,1.3560724,1.0941976,1.1547459,1.3733321,7.1829,0.52,58,0.611608,0.8023424,0.9381965,0.8617617,0.9303449,0.9157535,0.4214067,0.3402908
610,1,0.162930846,2.8545845,1.335148,0.9781319,0.837518,1.2945342,-1.166075736,-0.5354682,-0.243812028,0.754693494,-118.6612303,34.44281469,1.5959048,0.35,0.279999971,0.339109398,0.801728764,1.3560724,1.2643212,1.1547459,1.3733321,8.1311,0.5,52,0.601461,0.959998,0.9902239,0.9549119,0.9868618,0.9445904,0.8121438,0.613014
611,1,0.162942052,5.0127993,0.6591374,0.5590755,0.837518,1.4390537,1.44762001,1.6962138,-1.172507469,0.87470231,-118.5139251,34.31502357,0.0553545,0.85,0.919999971,0.112166024,0.835259841,1.2932247,0.9155879,0.7968163,1.3733321,2.6907,0.82,92,0.61562,0.6938114,0.5174932,0.9132515,0.6695166,0.7066149,0.3015347,0.2029431
612,1,0.163037717,2.8545845,1.335148,1.0484922,0.837518,1.298568,0.140772137,1.6962138,-1.434571515,1.348897751,-118.6125128,34.39033356,1.5959048,0.85,0.599999971,0.048125978,0.967752473,1.2932247,0.7828309,0.7968163,1.3733321,1.1555,0.66,92,0.671567,0.9055951,0.9217959,0.8844234,0.9220119,0.9072911,0.6594848,0.2177206
613,1,0.163085043,1.3505726,0.6591374,0.8860558,2.6639924,0.8505477,-1.32943172,-1.0933888,0.116577247,0.640939816,-118.639916,34.48331973,1.5959048,0.225,0.239999971,0.427176976,0.769945405,0.9397259,1.2643212,0.707796,1.6518499,10.2423,0.48,42,0.58804,0.9306682,0.8966922,0.7472502,0.855697,0.7681688,0.9450076,0.8391612
614,1,0.163203537,5.0127993,1.9570681,1.0484922,2.6639924,1.4390537,-0.676007783,-1.0933888,1.073933808,-0.529966177,-118.7416466,34.31998675,1.5959048,0.225,0.399999971,0.661124209,0.442788283,0.1831135,1.0941976,0.707796,0.5332748,15.8506,0.56,42,0.449893,0.9801208,0.9796078,0.9902722,0.9756839,0.994274,0.9892176,0.9957391
615,1,0.163237751,5.0127993,0.6591374,0.9781319,2.6639924,1.4390537,1.44762001,1.4730456,-1.288278597,1.055372409,-118.553191,34.34302926,1.5959048,0.8,0.919999971,0.083875274,0.885739991,1.2932247,0.9155879,1.2530659,1.3733321,2.0125,0.82,88,0.636936,0.981657,0.9753495,0.9960536,0.9870036,0.9905195,0.9168273,0.8840137
616,1,0.163306952,5.0127993,1.9570681,0.5590755,0.837518,1.4390537,0.140772137,0.9151251,-0.709610729,0.801861307,-118.6511622,34.36893163,1.5959048,0.675,0.599999971,0.225283138,0.814907693,1.3560724,0.7828309,1.2530659,1.3733321,5.4024,0.66,78,0.607026,0.9827747,0.9772905,0.9791228,0.9849764,0.9846474,0.8987125,0.7654869
617,1,0.163461447,2.8545845,1.9570681,1.0484922,2.6639924,1.4390537,-1.32943172,-1.2049729,-0.687129075,0.76516958,-118.390414,34.34490477,1.3795432,0.2,0.239999971,0.230776933,0.804655836,1.3560724,1.2643212,0.707796,1.3733321,5.5341,0.48,40,0.602697,0.93946,0.9035234,0.9239313,0.8951069,0.8993478,0.688046,0.4194575
618,1,0.163623691,2.8545845,0.3625256,1.289903,2.6639924,0.8505477,1.610975994,1.919382,-1.451966204,1.150860743,-118.5110587,34.3328541,1.5959048,0.9,0.959999971,0.043875274,0.91241992,1.2932247,0.9155879,0.7968163,1.3733321,1.0536,0.84,96,0.648202,0.9455766,0.9399133,0.9894706,0.9435343,0.958632,0.7640475,0.6938118
619,1,0.16402775,2.8545845,1.9570681,1.289903,0.837518,1.2945342,-0.185939831,-0.7586365,0.806048772,-0.392785395,-118.7251324,34.31950701,1.5959048,0.3,0.519999971,0.595661699,0.481117295,0.9397259,0.7828309,0.707796,0.5332748,14.2813,0.62,48,0.466078,0.9517543,0.9533363,0.9422421,0.9328929,0.9667536,0.9750837,0.9556805
620,1,0.164234161,5.0127993,1.335148,1.289903,0.837518,1.4390537,-1.32943172,-0.5354682,-0.099209075,0.653856931,-118.6756483,34.43755548,1.5959048,0.35,0.239999971,0.374445721,0.773554513,1.3560724,1.2643212,1.1547459,1.6518499,8.9782,0.48,52,0.589564,0.9837456,0.9974242,0.9527994,0.9943979,0.973169,0.902648,0.7257169
621,1,0.1645087,5.0127993,1.335148,1.289903,2.6639924,0.6707735,1.284264026,0.0224523,0.08960609,-0.032386011,-118.6638696,34.31265433,0.6808639,0.475,0.879999971,0.420586091,0.581814726,0.9397259,0.9155879,1.1547459,1.6518499,10.0843,0.8,62,0.508599,0.9691415,0.9925125,0.9911109,0.9801403,0.9366124,0.9632084,0.9864135
622,1,0.165209115,5.0127993,1.9570681,1.0484922,2.6639924,1.298568,-0.512651799,-0.9818047,0.956745841,-0.466160374,-118.7358784,34.32100267,1.5959048,0.25,0.439999971,0.632487229,0.460615951,0.1831135,1.0941976,0.707796,0.5332748,15.1641,0.58,44,0.457421,0.9863598,0.9863328,0.9918374,0.9871058,0.9969301,0.9932269,0.9969816
623,1,0.165586054,5.0127993,1.9570681,1.289903,1.7059875,1.4390537,0.63084009,1.4730456,-1.066193315,0.998076018,-118.6186671,34.36312271,1.5959048,0.8,0.719999971,0.138145793,0.869731086,1.2932247,1.0628572,1.2530659,1.3733321,3.3135,0.72,88,0.630176,0.9949233,0.9953443,0.9966318,0.9965053,0.9934648,0.9731429,0.8988034
624,1,0.165586114,1.3505726,0.6660407,1.0484922,2.6639924,0.8505477,0.304128121,0.2456205,-0.123039287,0.299814395,-118.6765783,34.34326565,1.5959048,0.525,0.639999971,0.368622382,0.674633218,1.3560724,0.7828309,1.1547459,1.6518499,8.8386,0.68,66,0.547793,0.8407742,0.9609095,0.745736,0.9265593,0.7702988,0.401312,0.2024586
625,1,0.165645123,2.8545845,1.9570681,0.9781319,2.6639924,1.4390537,0.957552058,-0.0891318,0.130728569,-0.006661965,-118.6761405,34.31901704,0.6808639,0.45,0.799999971,0.430635105,0.589002156,0.9397259,1.0628572,1.1547459,1.6518499,10.3252,0.76,60,0.511634,0.985628,0.9960536,0.9840151,0.9879313,0.9166746,0.974815,0.9813485
626,1,0.166262507,2.8545845,1.335148,1.0484922,2.6639924,1.0189182,-0.839363767,-0.3123,0.04259434,0.316189636,-118.6976592,34.36990062,1.5959048,0.4,0.359999971,0.409097927,0.679208544,1.3560724,1.0941976,1.1547459,1.6518499,9.8089,0.54,56,0.549725,0.979767,0.9966083,0.9820139,0.9926523,0.9899691,0.8778258,0.8656461
627,1,0.166284502,1.3505726,1.9570681,0.5590755,2.6639924,0.5656102,1.120908042,1.2498773,-1.045930807,0.909707354,-118.5961125,34.34945543,1.5959048,0.75,0.839999971,0.1430973,0.84504043,1.2932247,1.0628572,1.2530659,1.3733321,3.4322,0.78,84,0.61975,0.9794071,0.9693205,0.9871566,0.9793667,0.96817,0.8923525,0.7211154
628,1,0.166805625,2.8545845,0.6591374,0.9781319,0.837518,1.4390537,-1.492787704,-0.6470523,0.328454458,0.217226225,-118.7153356,34.38760317,1.5959048,0.325,0.199999971,0.47895297,0.651557661,0.9397259,1.2643212,0.707796,1.6518499,11.4835,0.46,50,0.538049,0.933826,0.912536,0.8062773,0.8511946,0.8900253,0.9363744,0.864479
629,1,0.167005122,2.8545845,1.335148,1.289903,0.837518,0.8505477,-0.185939831,1.4730456,-1.213527525,1.233991365,-118.62225,34.39881224,1.5959048,0.8,0.519999971,0.102142038,0.935647041,1.2932247,0.7828309,1.2530659,1.3733321,2.4504,0.62,88,0.65801,0.962709,0.9563534,0.9566446,0.9667537,0.9618377,0.8317387,0.39556
630,1,0.167762816,5.0127993,1.9570681,1.289903,2.6639924,1.4390537,0.304128121,1.2498773,-0.90789994,0.920488568,-118.6360403,34.36668686,1.5959048,0.75,0.639999971,0.176827616,0.848052756,1.2932247,0.7828309,1.2530659,1.3733321,4.2408,0.68,84,0.621022,0.996786,0.9955968,0.9959942,0.9975931,0.9969301,0.9835849,0.8839109
631,1,0.167856336,2.8545845,1.9570681,0.8860558,2.6639924,1.4390537,-0.839363767,-1.2049729,1.15401083,-0.582490694,-118.7478353,34.31816218,1.5959048,0.2,0.359999971,0.680692464,0.428112664,0.1831135,1.0941976,0.707796,0.5332748,16.3197,0.54,40,0.443696,0.97592,0.971557,0.9824845,0.9720504,0.9890888,0.9890131,0.9944864
632,1,0.168085217,2.8545845,1.9570681,1.289903,2.6639924,1.4390537,1.284264026,0.5803728,-0.301322045,0.278226539,-118.6419868,34.32272811,0.6808639,0.6,0.879999971,0.325055795,0.668601461,1.3560724,0.9155879,1.2530659,1.6518499,7.7942,0.8,72,0.545246,0.9514318,0.9410884,0.9887269,0.903174,0.8724726,0.5938729,0.8036083
633,1,0.168146014,1.3505726,0.4474685,1.0484922,2.6639924,1.298568,1.610975994,1.5846297,-1.578064896,1.2896265,-118.5252579,34.34867963,1.5959048,0.825,0.959999971,0.013060799,0.951191782,1.2932247,0.9155879,1.2530659,1.3733321,0.3149,0.84,90,0.664574,0.8615234,0.8192093,0.9669141,0.9041317,0.9096196,0.5641444,0.4648086
634,1,0.169410884,5.0127993,1.335148,1.289903,1.7059875,1.0189182,-0.676007783,-0.6470523,-0.978178579,0.925862224,-118.407742,34.33508529,1.3795432,0.325,0.399999971,0.159653771,0.849554183,1.2932247,1.0941976,0.707796,1.3733321,3.8291,0.56,50,0.621656,0.8872546,0.8476131,0.9217957,0.8634211,0.9709145,0.6389937,0.3130283
635,1,0.169529915,2.8545845,1.9570681,1.289903,1.7059875,1.0189182,1.284264026,0.3572046,-0.238110531,0.168922655,-118.6333977,34.31409275,0.6808639,0.55,0.879999971,0.340502661,0.638061397,1.3560724,0.9155879,1.1547459,1.6518499,8.1645,0.8,68,0.53235,0.980621,0.9948776,0.9962752,0.9827916,0.9433209,0.7783369,0.914901
636,1,0.169719636,2.8545845,0.6591374,0.8860558,2.6639924,0.5656102,-1.656143688,-1.3165569,0.436799983,0.495435801,-118.6472349,34.50114786,1.5959048,0.175,0.159999971,0.505429141,0.729290839,0.9397259,1.2643212,0.707796,1.6518499,12.1182,0.44,38,0.570873,0.8740222,0.8208327,0.5817593,0.7638672,0.6269141,0.9009656,0.7251198
637,1,0.169862747,9.1183329,1.335148,0.5590755,0.837518,1.4390537,1.44762001,-0.2007159,-0.071452682,-0.087783823,-118.6161071,34.29487529,0.6808639,0.425,0.919999971,0.381228493,0.566336294,1.3560724,0.9155879,1.1547459,1.6518499,9.1408,0.82,58,0.502063,0.981729,0.9971312,0.9959702,0.9858668,0.9601513,0.7911714,0.922299
638,1,0.169873476,0.2045381,0.6591374,1.0484922,0.837518,1.0189182,-0.185939831,0.9151251,-1.136898714,1.226329244,-118.6125866,34.41547296,1.5959048,0.675,0.519999971,0.120867662,0.933506205,1.2932247,0.7828309,1.2530659,1.3733321,2.8993,0.62,78,0.657106,0.1385961,0.1213189,0.1002004,0.1858811,0.1446739,0.0323894,0.004152
639,1,0.169949591,2.8545845,1.335148,0.9781319,2.6639924,0.8505477,0.63084009,1.6962138,-1.555173554,1.399388077,-118.597343,34.38247281,1.5959048,0.85,0.719999971,0.018654709,0.981859728,1.2932247,1.0628572,0.7968163,1.3733321,0.449,0.72,92,0.677524,0.9912159,0.9918132,0.9935294,0.9924152,0.9888819,0.959379,0.8569272
640,1,0.169981897,2.8545845,1.335148,1.289903,0.837518,0.6707735,-0.839363767,-0.2007159,-0.006824329,0.366951187,-118.6943977,34.37446052,1.5959048,0.425,0.359999971,0.39702159,0.693391581,1.3560724,1.0941976,1.1547459,1.6518499,9.5194,0.54,58,0.555714,0.8856443,0.9796278,0.8885485,0.9494538,0.9461398,0.5651281,0.4890016
641,1,0.170011818,1.3505726,1.9570681,1.0484922,2.6639924,1.298568,-0.512651799,-0.4238842,0.368433223,0.016832945,-118.7099876,34.34931431,1.5959048,0.375,0.439999971,0.488722498,0.595566754,0.9397259,1.0941976,1.1547459,1.6518499,11.7177,0.58,54,0.514406,0.9874698,0.9977397,0.9889039,0.9950776,0.9928254,0.9866394,0.9910223
642,1,0.170226574,2.8545845,1.335148,0.9781319,2.6639924,0.6707735,-0.676007783,0.0224523,-0.21528747,0.511141454,-118.6825942,34.377171,1.5959048,0.475,0.399999971,0.346079885,0.733679079,1.3560724,1.0941976,1.1547459,1.6518499,8.2982,0.56,62,0.572726,0.9713073,0.9949031,0.9730644,0.989292,0.9892708,0.8612845,0.8233193
643,1,0.170957983,1.3505726,0.6591374,1.0484922,2.6639924,0.6582797,-1.32943172,-0.5354682,0.124600312,0.332844578,-118.7044272,34.38577262,1.5959048,0.35,0.239999971,0.429137556,0.68386202,0.9397259,1.2643212,1.1547459,1.6518499,10.2893,0.48,52,0.55169,0.8106133,0.9575073,0.5685651,0.9256697,0.6666341,0.8280683,0.6483972
644,1,0.171486914,5.0127993,1.335148,1.289903,0.837518,1.4390537,-1.166075736,-0.4238842,0.185592681,0.268970968,-118.7046156,34.37795763,1.5959048,0.375,0.279999971,0.444042134,0.666015407,0.9397259,1.2643212,1.1547459,1.6518499,10.6466,0.5,54,0.544154,0.9837456,0.9974242,0.9527994,0.9943979,0.973169,0.9859918,0.9680465
645,1,0.172837436,2.8545845,1.335148,1.0484922,2.6639924,1.298568,-1.492787704,-0.6470523,-0.015837475,0.618979025,-118.6774999,34.44255949,1.5959048,0.325,0.199999971,0.394819066,0.763809448,1.3560724,1.2643212,0.707796,1.6518499,9.4666,0.46,50,0.585449,0.9831432,0.9780115,0.9598826,0.9630664,0.968385,0.8953881,0.7394283
646,1,0.172949672,1.3505726,1.335148,0.9781319,0.837518,1.4390537,1.774331978,1.1382933,-0.765260077,0.463566802,-118.5351352,34.29949282,0.0553545,0.725,0.999999971,0.211684223,0.720386478,1.3560724,0.9155879,1.2530659,1.6518499,5.0764,0.86,82,0.567113,0.457354,0.3251944,0.7320403,0.3733201,0.4102333,0.1160888,0.1784333
